,dias_cursado,semestre_año,nota_final_materia,fecha_mesa_epoch,nombre_examen,nota_parcial,id_tarea,nombre_de_la_tarea,fecha_creacion_tarea,vencimiento_tarea,apertura_tarea,cierre_tarea,puntos_posibles,nombre_entrega,id_entrega_tarea,puntaje,formato_entrega,fecha_entrega,fecha_correccion,id_usuario,id_curso,nombre_curso,legajo
368,40,1-2022,8.0,2022-05-02,SEGUNDO PARCIAL(20),9.0,196858.0,Actividad Práctica Integradora 3 [API3],2022-02-24,2022-05-02,2022-03-21,2022-05-02,100.0,Actividad Práctica Integradora 4 [API4],ec1dcb46-f93d-4e14-a7c2-41d2a854e1a3,100.0,external_tool,2022-05-01,2022-05-01,f43b9aee-c723-4acf-8089-ab3dd7ed377b,661669e3-0a7a-4318-8351-b6f4fac6e98a,Monitored exuding projection,699195RWE
369,40,1-2022,8.0,2022-05-02,SEGUNDO PARCIAL(20),9.0,196858.0,Actividad Práctica Integradora 3 [API3],2022-02-24,2022-05-02,2022-03-21,2022-05-02,100.0,Actividad Práctica Integradora 3 [API3],1b4eac7a-23f6-4ff6-a1a8-93042db8af92,100.0,external_tool,2022-05-01,2022-05-01,f43b9aee-c723-4acf-8089-ab3dd7ed377b,661669e3-0a7a-4318-8351-b6f4fac6e98a,Monitored exuding projection,699195RWE
370,29,1-2022,8.0,2022-05-02,PRIMER PARCIAL(20),7.0,200130.0,Actividad práctica integradora [API2],2022-02-24,2022-05-02,2022-03-21,2022-05-02,100.0,Trabajo práctico 1 [TP1],c242afea-85ba-4096-b7f2-8837d0a74d67,100.0,online_quiz,2022-05-02,2022-05-02,bc0e806a-0c9e-45f8-9c18-ee66fec86819,74bd09f3-38cc-4dff-9b1b-5d8c96b1e3ef,Universal multimedia workforce,380651PML
371,29,1-2022,8.0,2022-05-02,PRIMER PARCIAL(20),7.0,200130.0,Actividad práctica integradora [API2],2022-02-24,2022-05-02,2022-03-21,2022-05-02,100.0,Trabajo práctico 2 [TP2],255b9d6f-d79a-4c5d-af7e-ffb68c3bf737,100.0,online_quiz,2022-05-02,2022-05-02,bc0e806a-0c9e-45f8-9c18-ee66fec86819,74bd09f3-38cc-4dff-9b1b-5d8c96b1e3ef,Universal multimedia workforce,380651PML
372,57,1-2022,6.0,2022-07-19,RECUPERATORIO SEGUNDO PARCIAL(20),5.0,210304.0,Trabajo Práctico 1 [TP1],2022-04-20,2022-07-19,2022-05-23,2022-07-19,100.0,Trabajo Práctico 1 [TP1],7d37d34c-14ff-4b96-8683-85c3140535fc,85.0,online_quiz,2022-07-19,2022-07-19,51c2bd7b-d2f8-4e54-a389-324bb95db332,35fad3d3-0281-4940-add9-7fbcacab2c47,Quality-focused systemic software,548681EFF
373,57,1-2022,6.0,2022-07-19,RECUPERATORIO SEGUNDO PARCIAL(20),5.0,210304.0,Trabajo Práctico 1 [TP1],2022-04-20,2022-07-19,2022-05-23,2022-07-19,100.0,Trabajo Práctico 3 - Básico [TP3],a38ea729-a0c5-4722-b57a-17a2a422fc57,63.33333333333333,online_quiz,2022-07-19,2022-07-19,51c2bd7b-d2f8-4e54-a389-324bb95db332,35fad3d3-0281-4940-add9-7fbcacab2c47,Quality-focused systemic software,548681EFF
374,57,1-2022,6.0,2022-07-19,RECUPERATORIO SEGUNDO PARCIAL(20),5.0,210304.0,Trabajo Práctico 1 [TP1],2022-04-20,2022-07-19,2022-05-23,2022-07-19,100.0,Trabajo Práctico 2 [TP2],79716c88-4d3c-498f-92fb-d30940687286,62.5,online_quiz,2022-07-19,2022-07-19,51c2bd7b-d2f8-4e54-a389-324bb95db332,35fad3d3-0281-4940-add9-7fbcacab2c47,Quality-focused systemic software,548681EFF
375,57,1-2022,6.0,2022-07-19,RECUPERATORIO SEGUNDO PARCIAL(20),5.0,210304.0,Trabajo Práctico 1 [TP1],2022-04-20,2022-07-19,2022-05-23,2022-07-19,100.0,Trabajo Práctico 3 - Diagnóstico [ED3],3d0f4214-1d0c-4b9f-af25-1c2e32619d29,64.16666666666667,online_quiz,2022-07-19,2022-07-19,51c2bd7b-d2f8-4e54-a389-324bb95db332,35fad3d3-0281-4940-add9-7fbcacab2c47,Quality-focused systemic software,548681EFF
376,57,1-2022,6.0,2022-07-19,RECUPERATORIO SEGUNDO PARCIAL(20),5.0,210271.0,Trabajo Práctico 2 [TP2],2022-04-20,2022-07-19,2022-05-23,2022-07-19,100.0,Trabajo Práctico 1 [TP1],7d37d34c-14ff-4b96-8683-85c3140535fc,85.0,online_quiz,2022-07-19,2022-07-19,51c2bd7b-d2f8-4e54-a389-324bb95db332,35fad3d3-0281-4940-add9-7fbcacab2c47,Quality-focused systemic software,548681EFF
377,57,1-2022,6.0,2022-07-19,RECUPERATORIO SEGUNDO PARCIAL(20),5.0,210271.0,Trabajo Práctico 2 [TP2],2022-04-20,2022-07-19,2022-05-23,2022-07-19,100.0,Trabajo Práctico 3 - Básico [TP3],a38ea729-a0c5-4722-b57a-17a2a422fc57,63.33333333333333,online_quiz,2022-07-19,2022-07-19,51c2bd7b-d2f8-4e54-a389-324bb95db332,35fad3d3-0281-4940-add9-7fbcacab2c47,Quality-focused systemic software,548681EFF
378,57,1-2022,6.0,2022-07-19,RECUPERATORIO SEGUNDO PARCIAL(20),5.0,210271.0,Trabajo Práctico 2 [TP2],2022-04-20,2022-07-19,2022-05-23,2022-07-19,100.0,Trabajo Práctico 2 [TP2],79716c88-4d3c-498f-92fb-d30940687286,62.5,online_quiz,2022-07-19,2022-07-19,51c2bd7b-d2f8-4e54-a389-324bb95db332,35fad3d3-0281-4940-add9-7fbcacab2c47,Quality-focused systemic software,548681EFF
379,57,1-2022,6.0,2022-07-19,RECUPERATORIO SEGUNDO PARCIAL(20),5.0,210271.0,Trabajo Práctico 2 [TP2],2022-04-20,2022-07-19,2022-05-23,2022-07-19,100.0,Trabajo Práctico 3 - Diagnóstico [ED3],3d0f4214-1d0c-4b9f-af25-1c2e32619d29,64.16666666666667,online_quiz,2022-07-19,2022-07-19,51c2bd7b-d2f8-4e54-a389-324bb95db332,35fad3d3-0281-4940-add9-7fbcacab2c47,Quality-focused systemic software,548681EFF
380,52,1-2022,5.0,2022-07-11,PRIMER PARCIAL(20),3.0,213073.0,Trabajo Práctico 4 [TP4],2022-04-21,2022-07-12,2022-05-23,2022-07-12,100.0,Trabajo Práctico 4 [TP4],147d2681-ae98-463b-8a28-dc52179a373b,70.0,online_upload,2022-07-10,2022-07-13,518e8c5f-6632-450b-bcee-518807ff2e9f,e873a748-c047-4460-9427-f0e33007ee4c,Vision-oriented tertiary intranet,624097JCN
381,35,1-2022,8.0,2022-06-15,PRIMER PARCIAL(20),9.0,210812.0,Trabajo Práctico 1 [TP1],2022-04-20,2022-06-14,2022-05-23,2022-06-14,100.0,Trabajo Práctico 1 [TP1],f2f9221a-bd36-4982-a7dd-bb21677daa3e,75.0,online_upload,2022-06-14,2022-06-20,eadd8c4b-23bd-4549-bb87-f28155b49166,06dd5f32-293c-442e-b602-08107eb61ea8,Customizable fault-tolerant implementation,947990FMV
382,20,1-2022,5.0,2022-04-13,PRIMER PARCIAL(20),5.0,205930.0,Trabajo Práctico 1 [TP1],2022-03-16,2022-04-12,2022-03-21,2022-04-12,100.0,Trabajo Práctico 1 [TP1],d0dff921-abda-44d9-ab68-2c36da07060d,60.0,online_upload,2022-04-12,2022-04-17,290a7bf0-1acf-409b-84e1-63193f345e40,b7c7c98e-f57d-4af7-a1cd-9907b0c2333b,Extended incremental encryption,465036AEV
383,21,1-2022,8.0,2022-04-18,PRIMER PARCIAL(20),8.0,195767.0,Trabajo Práctico 1 [TP1],2022-02-24,2022-04-19,2022-03-21,2022-04-19,100.0,Actividad Práctica Integradora 2 [API2],c2b3eb5a-f355-4107-bb1c-bb66e4222c3c,100.0,external_tool,2022-04-18,2022-04-18,755f18e6-32d2-40a5-8b6b-8e58e8faafd4,f3632565-3ab8-4b7f-9ced-097ce82eb1c5,Customer-focused interactive success,760637GKU
384,29,1-2022,8.0,2022-05-03,PRIMER PARCIAL(20),7.0,199945.0,Actividad Práctica Integradora 2 [API2],2022-02-24,2022-05-02,2022-03-21,2022-05-02,100.0,Trabajo Práctico 2 [TP2],7b8fe05c-fe2c-4b80-b1be-1424445b32eb,90.0,online_quiz,2022-05-02,2022-05-02,4672502c-ce5a-429a-8723-2ab8054118cf,557d9ce6-6c3f-44f7-8b4e-36fd8ee95baa,Re-contextualized foreground budgetary management,928380PUY
385,56,1-2022,7.0,2022-07-18,SEGUNDO PARCIAL(20),7.0,209612.0,Actividad Práctica Integradora 4 [API4],2022-04-20,2022-07-18,2022-05-23,2022-07-18,100.0,Actividad Práctica Integradora 4 [API4],eb12645b-8c17-4edb-9115-179515ae80fb,90.0,external_tool,2022-07-18,2022-07-18,1bf66da7-0b89-4f47-a4bc-2bbd325454fd,c78af3b4-4574-4a82-8c41-45195ce43384,Object-based leadingedge help-desk,095479MSA
386,18,1-2022,8.0,2022-04-11,PRIMER PARCIAL(20),8.0,206612.0,Actividad Práctica Integradora 1 [API1],2022-03-20,2022-04-11,2022-03-21,2022-04-11,100.0,Trabajo Práctico 2 [TP2],745b0bf3-16ea-47f6-8581-d095ccc47193,100.0,online_quiz,2022-04-11,2022-04-11,80652f76-c1cb-4da2-9adc-2e0d1330fa12,2b274b15-83bb-4629-941e-fdc573af4e0b,Intuitive non-volatile ability,694401ZAK
387,18,1-2022,8.0,2022-04-11,PRIMER PARCIAL(20),8.0,206612.0,Actividad Práctica Integradora 1 [API1],2022-03-20,2022-04-11,2022-03-21,2022-04-11,100.0,Actividad Práctica Integradora 2 [API2],555a7c41-f3eb-4a88-91fd-d17372b64dd6,100.0,external_tool,2022-04-10,2022-04-13,80652f76-c1cb-4da2-9adc-2e0d1330fa12,2b274b15-83bb-4629-941e-fdc573af4e0b,Intuitive non-volatile ability,694401ZAK
388,18,1-2022,8.0,2022-04-11,PRIMER PARCIAL(20),8.0,206612.0,Actividad Práctica Integradora 1 [API1],2022-03-20,2022-04-11,2022-03-21,2022-04-11,100.0,Trabajo Práctico 1 [TP1],e45b712a-1458-4333-9e22-0cebf2c5e66f,95.0,online_quiz,2022-04-10,2022-04-10,80652f76-c1cb-4da2-9adc-2e0d1330fa12,2b274b15-83bb-4629-941e-fdc573af4e0b,Intuitive non-volatile ability,694401ZAK
389,29,1-2022,7.0,2022-06-06,PRIMER PARCIAL(20),5.0,209606.0,Actividad Práctica Integradora 1 [API1],2022-04-20,2022-06-06,2022-05-23,2022-06-06,100.0,Trabajo Práctico 2 [TP2],9f634bfd-5acf-4312-90ac-d05b0e4311f7,70.83333333333333,online_quiz,2022-06-04,2022-06-04,2cfa8449-d728-4589-8291-c79d35f722d1,c78af3b4-4574-4a82-8c41-45195ce43384,Object-based leadingedge help-desk,817962JMH
390,29,1-2022,7.0,2022-06-06,PRIMER PARCIAL(20),5.0,209606.0,Actividad Práctica Integradora 1 [API1],2022-04-20,2022-06-06,2022-05-23,2022-06-06,100.0,Trabajo Práctico 1 [TP1],c95cc520-acb3-4e23-90f1-014e717a1679,80.0,online_quiz,2022-06-04,2022-06-04,2cfa8449-d728-4589-8291-c79d35f722d1,c78af3b4-4574-4a82-8c41-45195ce43384,Object-based leadingedge help-desk,817962JMH
